author,datePublished,reviewRating,description,name
Isabella M.,2020-09-13,2,FYI none of the staff or chefs wear masks and there are no protective barriers The food was good and I like that theyre promoting zero waste plans based cuisine Ill wait until after the pandemic to feel safe eating there,Kind Cafe
Shila B.,2020-06-29,5,This is a brand new café thats open up on Main Street with a wide Variety of unique menu items and beverage options including my favourite lavender latte Theres lots of seating inside although it is limited for the pandemic I had a Matcha latte to go Just a heads up that they do not except cash right now because of the pandemic so I had to come back the following day so that I could pay with credit card This is only temporary because of the COVID 19 The customer service is more than awesome and they were helpful in answering my questions the first time,Kind Cafe
Pablo M.,2019-11-08,5,10/10 everything is fresh and homemade Perfect combination of great environment staff and food It just got to my top 5 coffee places in Vancity Love the music as well Super calm and relaxing Makes you feel comfortable and welcomed,Kind Cafe
Maya O.,2019-12-22,4,Staff is Kind so kudos for being on brand  As for the food  theyve got some good menu items but a few questionable ones as well Green goddess salad is good Bagels are a safe bet I liked the smokiness of the carrot lox The avocado bagel was good as well though not exceptionally exciting However still enjoyable I can appreciate food with some simplicity I would steer clear from the Tempeh Reuben Ordered it and and no one at the table wanted more than one bite Initially its edible but the combination of flavours just tastes off Hated that I had to be wasteful at a no waste cafe but I couldnt stomach it Id like to reiterate the good service when I mentioned the situation to the staff they replaced it with the avocado bagel which I enjoyed at no extra cost Theyve got kombucha on tap Always a plus Ive tried the green and blue smoothie and both were yummy Not a huge fan of the black sesame latte as it was a bit heavy and not the tastiest But maybe itd be good paired with a baked good Ive been here a few times and enjoyed my overall experience every time so I would definitely recommend trying them out I also realize taste is subjective so maybe youll vibe with the stuff I didnt Thank you Kind for what youre doing A good addition to Vancouvers Vegan scene I look forward to future growth and fine tuning you got this,Kind Cafe
Tom S.,2019-09-23,5,Tasty salads knowledgeable staff regarding gluten allergies These are not the typical salads the variety of ingredients and flavors is remarkable We just happened upon the restaurant and wow what a treat The ambience was light and fun emphasizing kindness They even have a huge neon peace sign upstairs We had lattes that were flavored but not sweetened awesome with hazelnut I had the Kind Salad and my wife had the Super Salad Both were delicious and healthy,Kind Cafe
Makenzie D.,2020-04-09,5,This place is everything you could ever want in a vegan cafe  modern great food great drinks kind staff I am very lucky to live in proximity to this place If youre looking for a great place to study the atmosphere inside this cafe is very relaxing  however there are quite a few tables where electronics are discouraged Very zen My favourite food here is the flat bread There are several different kinds such as BBQ Tempeh and Buffalo Cauliflower Great qualify with an amazing taste you hardly remember its vegan My favourite drink is the Blue Lavender Latte A vibrant blue drink with a soft and subtle floral flavour and it never leaves my stomach hurting because it is made with no dairy obvi Did I mention they made their own in house hazelnut milk This place is ZERO WASTE Which is something that needs to be highlighted This is revolutionary and completely doable for ALL cafes Take note from this cafe they are doing everything right,Kind Cafe
Vivian D.,2020-10-08,5,it is hard to find a restaurant/cafe place in Vancouver that has delicious food great prices and beautiful/cozy ambiance inside...the kind cafe on Main St is that what a find i loved how eco friendly they are vegan low/zero waste clean and an all around delight to be a patron of highly recommend their commitment to healthy food helping the environment and being a friendly neighborhood joint is phenomenal ,Kind Cafe
Ben R.,2021-11-22,5,Always such good food service presentation and overall experience Couldnt recommend this restaurant enough,Sula
Jennie Y.,2021-08-11,4,We had a lovely dinner here last week The chatpata sev puri crispy wheat papdi stuffed with chaat topped with spicy potato sev was amazing and packed with flavour The butter chicken and lamb curries were also great Their garlic naan was fried perfectly extra crispy on the outside but still fluffy on the inside We sat inside and felt like we were transported to a tropical island with the open air windows high ceilings and eclectic decor,Sula
Jurn L.,2021-06-30,5,I absolutely love Indian food but unfortunately I dont get to eat it as much as I want to because fiancé isnt much of a fan So I was super happy to check out Sula with a girlfriend as it came highly recommended by our mutual girlfriend Between the two of us we shared the Butter Chicken and Gobi Aloo along with Garlic Naan for me and Tandoori Naan for her Everything was super delicious We chose a Medium spicy level for the Butter Chicken and it had the perfect kick to it The Naans came out warm and fresh The Gobi Aloo tasted great as well We had enough leftovers for dinner Overall it was a yummy lunch Also received great service Highly recommend,Sula
Lyndsay P.,2021-05-15,5,Truth be told Ive eaten out far more than my reviews point to...Covid is exhausting and it hasnt been top of mind BUT this place I only popped in for a happy hour snack and drink I will return for the full menu that looks amazing The snacks were so yummy but the best part about this place was the warm and welcoming atmosphere The servers were so incredibly kind I havent had service like it for as long as I can remember Just felt like I was visiting someones home Comfortable with hosts that were attentive and just so genuine Will return for a full meal and will update then too ,Sula
Aerica W.,2021-04-22,5,Love the interior here and even their cutlery cups/glasses were beautiful Staff were super friendly and accommodating Nice and cozy place for drinks and conversations 1 oz for 7 and 2 oz for 10 Came here for their Happy Hour menu drinks I came here on a Saturday Sat  Sun Happy Hour 2-5pm weekday hours vary I believe roughly 3pm or 4pm to 6pm Our order Indian Summer tequila pomegranate pink salt lime Unique and tasty drink as I dont see pomegranate drinks often or ever anywhere else Western Ghats vodka cherry lemonade sparkling water  Im personally not a fan of cherry but my friend said it was delicious and refreshing with the added bubbles from the sparkling water Nagpur orange grapefruit soda lime  I really enjoyed this one it has a neat citrus-y blend with a kick Tandoori Wings 9 super flavourful and juicy wings with a tasty charred flavourful Highly recommend this  Beautifully presented drinks that pack a punch Might as well 2 oz everything Also tried their chaat savoury snacks on a separate visit which are popular and typically served at road-side stalls or food cars in India My order Samosa Chaat the samosas were HUGE and very very filling so I would recommend sharing if youd like to try other dishes Spiced potatoes onions and peas are stuffed in a savoury pastry Its also loaded with a lot of toppings house-made chutneys sauces Indian yogurt and my personal favourite which were these crunchy mini-sticks on top sorry I dont know the name of it Sev Puri wheat balls w various fillings Hollow crunchy wheat balls which already taste great by themselves and are filled with a bunch of stuff as well including chickpeas onions cilantro pomegranate etc Highly addictive bited-sized and vegan Vada Pav fried potato dumpling in bread The bun is amazing its toasted on butter and has a great chewy texture The fried potato dumpling tastes like a mini samosa to me Also very filling Overall everything was very flavourful This restaurant definitely pays attention to details  their food flavours decor service everything,Sula
Marci H.,2021-11-13,5,Very warm and inviting room excellent service and amazing quality food The cocktails are creative and delicious the prices are reasonable Will definitely be back again and again,Sula
Krista R.,2021-11-06,5,The service and quality of dining at Sula is fantastic I love all their dishes but what makes them unique is their Indian street food the Railway is a family favourite dont miss out,Sula
Matt B.,2020-12-16,5,Really happy to see a second Sula location this one even closer to home And for them to open during the pandemic they must be doing really well We ordered takeout one evening and went to pick up the food when ready 45 mins later Menu is nearly identical to the original location with an exclusive vegan section of items I am happy to report theyve replicated the original location in terms of the awesomeness of the food We ordered the veg jalfrezi gobi aloo and the bhindi okra all medium-hot which was perfect spice level might be a bit much for some  as well as a couple tandoori rotis ask for no butter to ensure its vegan Total 53 after tax which is a little spendy for Indian food but totally worth it for the high-quality of the food  and we had enough for one for meal the next day Wonderfully complex flavours not too oily rich without being overwhelming and generous portions And their dishes have loads of veggies and arent too saucey or thin like many Indian places Overall Sula remains our favourite Indian restaurant in Vancouver Top recommendation,Sula
Jeannie Y.,2021-08-31,4,Flavours in Sula is better than the previous restaurant I had samosa chat and cheese and garlic naan The samosa was just lightly warm I was hoping for fresh piping hot and crispy I also hoped it be spicier However I did enjoy the varied texture profiles between the chick peasfrom the sauce and the topping of thin red onion slices  Also enjoyed the sweetish/sour/salty flavour notes all in one dish The garlic and cheese naan was yummy I bought butter chicken to take home I asked for spucy level just a bit above medium Although flavorful I received mild to medium spiciness Id ssy the ambiance and staff were courteous I would go back again,Sula
Michael L.,2021-02-20,5,Came here during Dine Out Vancouver during COVID I reviewed their web page prior to booking and it was nice to see the COVID protocols they had in place including temperature checks on patrons When we arrived they did not do the temperature checks on us nor on any of the other patrons that followed They have installed large plexiglass screens between tables for COVID protection and all the staff wore masks I was satisfied with the COVID compliance so now onto the review The room is beautifully re-done from the old Reef restaurant that used to occupy the space for the past 21 yrs We ordered off the Dine Out Vancouver menu 30 per person knowing that this would be a lot of food we were not disappointed We ordered the spinach potato onion pakora and the chicken tenders as appetizers Both were great tasting and both were large portions For the main I ordered the chicken tikka masala hot spice level coconut rice and the naan The dishes came out in beautiful dishes and again the taste of each were great The naan was sooo good and they did not hold anything back on the hot spice level I barely got into the main before I was full...again nice large portion size For dessert we sampled the mango coconut rice pudding and the almond pistachio rasmalai cheesecake These were nice refreshing desserts after such a large meal They provided us take out containers and we left with meals for 2 persons The service was exceptional I liked that they brought a large pitcher of water and left it on the table for patrons to fill their glasses We had a chance to meet the owner and he explained how he selected this location trying to find an area with no Indian establishments in close proximity Sula is a welcome addition to the Main St  Mt Pleasant restaurant scene It was a very positive food experience and I am happy to recommend Sula if looking for Indian food in the area,Sula
Eileen R.,2021-10-04,5,Delicious A great place to satisfy your taste buds Im going back Butter chicken with garlic naan and a dish from the chaat menu Im going back to try more,Sula
Regina P.,2021-11-09,2,The food was presented very nicely but not as tasty as expected The service was quick but when I tried to add a seat to our reservation and requested for inside dining they told me they were completely booked up So we were stuck in a little corner on the patio while there were plenty of seats inside that would have accommodated 1 more person I think for this reason wont be back,Sula
Chloe C.,2020-12-21,4,Somewhat expensive but decent portions Food tasted fresh Channa Saag 4.5/5 Asked for mild but was more like mild-medium Very flavourful with lots of chickpeas I enjoyed this Bhagare Bhaigan 4/5 Asked for mild but this one wasnt spicy at all unlike the Channa Saag which is strange Sauce is tomato based and was nice although I wasnt a fan of the grated coconut on top Baby eggplants were nice and tender but I still prefer regular eggplant Eggplant Bharta is my favourite and Bhagare Bhaigan doesnt come close has nothing to do with the restaurant,Sula
Danny K.,2021-08-23,4,What an excellent new addition to the Vancouver ethnic restaurant scene A mixture of delicious Indian curries and street food In particular the dhai puri was amazing as was the saag paneer In addition excellent service thanks Mithu food handling and atmosphere Only minor thing if any is the food lacked a bit of depth of flavor that you often find at classic Indian restaurants May be the result of catering to a more North American pallet Overall amazing and well definitely be visiting again and taking our friends,Sula
Aditya G.,2021-10-30,2,Our server was great The ambience is very good But thats it  it was all downhill from there The girl at the front was really not in the mood to be there and behaved as if she was tired and pissed The food is the main disappointment  this is not Indian cuisine This is what these people think is Indian cuisine and their interpretation is way way way off the mark I cant even call this whitewashed food because it was just tasteless garbage with good plating,Sula
Yuka T.,2021-07-13,5,I visited this restaurant because I wanted to try Indian curry It was very delicious The naan had a nice garlic flavor that matched the curry very well I had a chicken curry milder it was good because it had a rich flavor Also the waitresses were cheerful and made the meal enjoyable,Sula
Jerome D.,2021-10-28,5,This was a fantastic dining experience  it starts with extremely friendly staff  great atmosphere and a lovely fire in the stove keeping the restaurant warm on a cold  wet day  our server was also excellent  suggesting food to try  and all was very tasty satisfying and beautifully presented will definitely recommend and return,Sula
Nye M.,2021-10-28,2,Ordered the portobello mushroom appetizer Asked specifically that it not be spicy It was spicy The server then began to explain why they dont ask for spice levels with appetizers as they come as they are Would have preferred she tell me that as I ordered it not when she checked in with us after we took a few bites Their Instagram page makes the food look amazing Its doesnt quite look like that in person Frankly overpriced for what it is,Sula
Jack D.,2021-08-01,5,Incredible laid back service with delicious and authentic dishes Great patio good music and lots of unique cocktails Must try Dahi Puri,Sula
Chris P.,2021-07-27,4,Drove into Vancouver heading to an Asian restaurant it was marked Open but when we arrived it was closed due to Family Day We were so hungry we checked out what else was close by Sula had great reviews so headed there We were greeted by a pleasant waitress name Katika  hope I got the spelling correct I asked for her recommendations and they were absolutely delicious The food matched the service My only suggestion for the restaurant is to serve filtered water as the water had a lot of chlorine,Sula
Sangeetha M.,2020-02-27,5,I think this may be my new favourite place for drinks I made a reservation and came by around 5:30 on a weekday hoping they have happy hour The crowd was mostly people grabbing a drink after work Its an interesting place seats more than it looks like it could and was not busy A reservation isnt required during the week Great service very attentive and amazing selection of drinks I like the whole theme atmosphere and little details that preserves bits and pieces of what this area previously used to home theatre and stock exchange I got a few bites to share too and I enjoyed the food I really like the pate but a friend of mine didnt The meatballs were a hit and gnocchi was alright I tried a couple whiskey based drinks and they were strong yet tasty Their bartender sure knows how to make drinks Only downside is theres no happy hour and the drinks are in the pricey side,Open Outcry & Pop Salt
Tracey O.,2020-10-12,3,3.5 stars I went with my gfs during covid  super quiet on a friday night Their special was buy a drink and get a FREE pasta dish It was such a great deal I was expecting the pasta to be small and meh but it was actually pretty good The other tapas were good too but nothing amazing Service as great too Only con was there was a very loud obnoxious table near us that kept screaming throughout the dinner  otherwise Id probably pop by again,Open Outcry & Pop Salt
Julia W.,2019-12-15,5,long review again but what did you expect frm julia this is first of my christmas/holiday gatherings with frds ofc started off with my foodies a and s this place is the cutest bar/pub/drinking place ever there are stairs involved once you enter the place but its downstairs when you go in and then up when you leave so...hey i managed so everyone else should be able to too  since this is a drinking place the food menu is limited BUT the food was good also armand sp was our server for most of the night until he had to leave and then megan sp was helping us at the end of it he explained the menu provided suggestions and was very attentive whenever we needed him idk if i am proud to say that ive tried all the gts on the menu  except the classic cuz...yeah i am the gin queen amongst my frds so  no surprise there out of the 4 i liked all of them tho the sundowner is on the sweeter side  so watch out cuz i downed that WAY too quickly i think i like the harmony and burlesque ones the most burlesque is the one of the cocktails that they make on the carts  you can see a little cart picture beside the drink on the menu that signifies itll be made there s got her usual extra dirty vodka martini with olives a pretty much shared the gts with me lol but the last drink that she got  the spy who loved me  was everything megan said it was basically alcohol in a cup it was great but that might be why julia super tipsy at the end there now now dont wry  we did eat we ordered the meatcheese bread and armand was super nice to add the corned beef that they make in the kitchen onto it OMG THE CORNED BEEF IS SO GOOD the other highlight of the board was the mustard  we had to order another side of it it was that good we also ordered the pâté bruschetta  i love how you get everything in one bite because they already spread the fig jam onto the bread also the number in front of the appies is how many servings/pieces youll get  just fyi we also heeded to armands suggestion of the meatballs which had a bit of a kick to it but they were oh-so-moist def going back even tho ive tried all the gts alr ,Open Outcry & Pop Salt
Sara M.,2019-11-14,4,This place is a lovely addition to the downtown core I really enjoyed the speakeasy vibe in here but would echo that the lighting could be taken down a few notches to really make that sing The service was fantastic Our server was incredibly knowledgeable about the entire menu and really took the time to walk us through the selections and make suggestions Our cocktails were delicious and appropriately boozy and having one made on the bar cart was a fun touch It did seem a little tricky to move and ensure the eye line wasnt obstructed especially once some overly enthusiastic guests started a stand up party but whatever its fun We shared the vegan bruschetta and the green goddess I wish we would have just ordered the bruschetta over and over again because IT IS SO GOOD The Nelson the Seagull bread really ties the whole room together The lighting could very well be a safety issue I mean boozy cocktails + all those stairs + sexy lighting could potentially = falls,Open Outcry & Pop Salt
Gayan P.,2019-12-04,4,New bar great old-school cocktail bar atmosphere with expensive drinks Certainly worth a try if youre into well-crafter cocktails Not the place to go if youre watching your budget,Open Outcry & Pop Salt
Nick C.,2019-11-13,4,This is one of Vancouvers newer drinking rooms Its small but ample room reminds me of a New York City underground speakeasy The menu consists of small and sharable plates We had the gnocchi and the meatball skewers both delicious I had a couple of non alcoholic cocktails both of which were delicious unique and refreshing I will return just for those alone The staff were both friendly and knowledgeable on their drink selections The table side cocktail carts are a nice touch but a bit clunky I could see them being an obstacle when its busy My only complaint would be with the lighting It was too bright for such an intimate setting When I walked in from street level and went down the stairwell I was really expecting it to be a bit more darker and warmer tying into the theme of the stock market from yesteryear Growing pains though It will all come together,Open Outcry & Pop Salt
Olga S.,2019-12-17,4,A classy yet cost place with staff that goes out of their way to be friendly make you feel welcome and special Theres a number of cocktails made table-side which provides for extra entertainment The food menu is on a smaller side although some snacks are mouthwateringly delicious Wish they add more vegetables like blistered shishitos or broccolini Cocktails are pretty exciting,Open Outcry & Pop Salt
Alexis L.,2020-03-21,5,Great place great food great service if you are in the mood for a good plate of cheese this is the place,Open Outcry & Pop Salt
Goat M.,2019-10-11,5,This is my new favourite place The food is great the cocktails are fantastic We had a meat and cheese board to start and the duck confit We will be back,Open Outcry & Pop Salt
Nadja G.,2019-10-20,5,Awesome place fantastic food amazing service and incredible drinks Very unique decor and ambience due to the historic setting A new must visit in Vancouver,Open Outcry & Pop Salt
Arun B.,2019-11-17,4,First visit here Newly opened restaurant The service was good but someone would come every 3 to 5mins to check on us a bit excessive Decor was nice Food was good but menu seemed very small They had a good amount of vegetarian options Extensive cocktail list but they will cost you anywhere from 14 to 20 Lighting is horrible hard to take pictures I would go back,Open Outcry & Pop Salt
Patricia L.,2017-10-27,5,Finally got the opportunity to visit Loving Hut Express a food truck by Yaletown-Roundhouse that specializes in vegan burgers and fries Ive been meaning to check them out for a while but since we dont live in the area and they are only open Thursdays to Saturdays I hadnt been able to make it out until today I went with my husband and we ordered the Crispy Chickn Burger and the Sunshine Teriyaki Burger respectively They use Gardein brand patties for their burgers which are delicious and we both really enjoyed our food Its really great seeing various vegan food trucks around the city and Loving Hut has a great location in Yaletown close to False Creek  The lady working there was really friendly giving us a run down of the menu and also directing us to good places in the area to sit and enjoy our food That was definitely above and beyond the kind of service Ive received from food trucks in the past Looking forward to coming back and trying some of their other burger options next time,Loving Hut Express
N H.,2019-01-10,4,Crispy chicken burger  All day long I usually order two I sincerely wish this place was a building and not a truck and that they were open more,Loving Hut Express
Anna C.,2016-09-07,5,Cash only compassionate vegan food truck Yaletown folks you guys are so lucky to have this right outside your high rise Loving Hut offers a decent selection of vegan burgers and sandwiches I got their mushroom cheese burger and the flavor was bomb Didnt get a chance to try their other stuff but the Teriyaki Pineapple Burger looks delicious too Side order fries came to me piping hot Everything was made fresh to the order and the folks were real friendly too,Loving Hut Express
Simon S.,2016-05-22,3,SLOOOW service on the Saturday I was there Looked like newbies in the food cart which made for a long lineup and a long time to get our one burger Grilled Mushroom Cheese Burger in Gluten Free Bun 9 +$1 for gluten-free bun My friends order so I didnt get to try this but she said the vegan patty was crunchy Hmm Gummy daiya cheddar cheese also kinda gross looking Dont look just eat Cheese Fries 5 or 4 with burger Portion is OK Cheese is some sort of pulpy mix that didnt have the same gummy texture of the Daiya that was in the mushroom burger Tasty for being salty Pretty decent for 14 and the fries can help make it a filling meal Even without the fries the size of the burger is pretty decent for 9 I wouldnt spend half my lunch hour waiting in line and waiting for my order though TIP Look for their truck that pulls the food cart Its probably nearby at metered parking which they have to feed periodically I just think its a curious indication of the cost of doing business,Loving Hut Express
Sara M.,2013-08-14,4,Oh yep yep yep Dirty delicious vegan food The peeps that run this truck are so nice Sure the food takes a while but be cool and wait Crispy Chickn burger avec yam fries Holy hell it was good Its way better than your memories of a McChicken kids Way better The Bacon Cheezeburger was pretty good too But for reals get the Chickn Get fat who cares,Loving Hut Express
Linda L.,2018-01-05,1,They do not update their schedule and worst of all do not follow their schedule Clearly stated on google that they were open  they werent No one answers the phone  terrible business practices Wasted an entire trip to Yaletown for no reason Theres better vegan options in Vancouver  avoid this unpredictable one,Loving Hut Express
Johnny J.,2018-01-05,1,I thought I was going to love this place I love supporting vegan businesses but I was mistaken They DO NOT adhere to their schedule If you live far from Yale town and want to take a gamble based on if they feel like opening on the day youre going then its your risk to take Honestly dont waste your time on a business that doesnt care about its customers,Loving Hut Express
Sophie C.,2018-05-25,5,Delicious Today Ive tried for the first time the teriyaki burger was super tasty and I will def go back for more of that,Loving Hut Express
Jane R.,2015-06-01,5,I got the crispy chickn burger and it was amazing Definitely worth a try if you are in the neighbourhood I love how its vegetarian yet you forget you arent eating chicken It was tender and crispy at the same time Worth the wait,Loving Hut Express
Nicole B.,2017-11-23,5,The BEST vegan burgers in town I love love love this little food truck Two elderly lovely ladies run this joint and everything is vegan and made with love  Hard to catch when theyre hours are and be patient its only two ladies and usually a line up but well worth the wait Cash only,Loving Hut Express
Emily B.,2017-05-20,5,Amazingly delicious We got the crispy chicken burger and the grilled mushroom burger and neither of us could stop talking about how delicious they were the entire time Crispy chicken was moist and delicious grilled mushroom burger patty actually tasted like chargrilled meat how and the toppings on both were absolutely scrumptious Worth the trip to Yaletown,Loving Hut Express
Trilia N.,2016-05-06,4,Waaa I want to cry Had gluten free burger and yam fries and it was soooo good Total price was 13 Very fulfilling Cant believe it was vegan wouldnt need meat if I could cook like this Very good gluten free bun too The dipping sauce with the yam fries was delish too,Loving Hut Express
Chase R.,2014-07-28,5,When it comes to vegan food Im a sucker for anything that has fake chicken in it This place was perfect for that as it had a vegan chicken burger The price was a little expensive for me 10 for a burger but it was worth it Ive had the brand of chicken they use in the past but never battered and fried and omg let me just tell you how amazing that tastes Im from Montreal and we have nothing like this I just hope someday we do because I am totally going to come back to this location when I visit again,Loving Hut Express
Ernest J.,2014-11-06,4,Isnt the point of a vegan or vegetarian restaurant to make their food taste like meat The more the food tastes like meat the better the restaurant is I dropped by my local Loving Hut with my friend He was telling me about their mushroom burger and some yam fries Ok the food was pretty good The yam fries were crispy crunchy and the chipotle dipping sauce are a perfect match The hamburger was surprisingly good It was moist and tasty Ill have to come back to try their other offerings,Loving Hut Express
Tram V.,2016-01-14,4,Augh I usually poke fun at my friends who are vegan  mostly about their limited food choices and if todays menu of twigs and leaves will be altered in any way So when my friend asked if I wanted to have a vegan burger from Loving Hut of course I said big fat nope But being the indecisive person that I am and not being able to find anything else to eat for lunch I promptly joined her to this bright yellow food truck Guys I cant believe Im saying this but its the BEST burger Ive had Even better than the juicy meat burgers I like to shovel into my mouth Fantastically seasoned and just grade-A delicious,Loving Hut Express
Shonah M.,2014-10-05,5,This is 1 of my favourite food trucks I go here simply for the crispy chicken burger Plus they sell the root beer I most enjoy as well  Virgils 2 summers ago a friend introduced me to Lovin Hut and since then summers have always been delightful He said to me  You do know that its a vegetarian burger  right  as I chomped away  mighty happy Could not believe it  tasted so flavourful and zesty Have often jumped on the CanadaLine to get to Yaletown just to get a bite  well worth the trip Burger is pricey but worth it Check out the Vancouver StreetFood App for times and location of this truck,Loving Hut Express
Jay B.,2018-03-29,5,The staple here are the chickpea fries They are so crispy on the outside and gooey on the inside I mainly get the platter which marries a generous serving of hummus salad pita and pickled veggies alongside your main entree of choice This is actually the first place that I have enjoyed tempeh They slow simmer it in curry and onions The result pure bliss I actually feel healthy after dining here Its hard to say that with most dineouts,Loving Hut Express
Nicole F.,2012-09-16,5,This is the best food truck that has ever existed My pal Bruce and I made plans to have lunch here on Friday After seeing the daily menu on their facebook page I knew I was going to have the Bacon Cheeseburger I was going to annihilate it With my face Bruce ordered the BBQ Onion Ring Cheeseburger and we sat down and waited IT WAS SO TASTY The bacon was smokey crispy and salty The beef patty was perfect and not at all dry or bland There was even some kind of vegan mayo on it as well as some typical burger condiments AND CHEESE SAUCE Made of daiya I think It was saucey messy hot and delicious I got it all over my lap and I regret NOTHING I didnt feel all gross and sluggish after I ate it either I felt great Ill probably be back like every day,Loving Hut Express
Felisa G.,2015-05-22,5,I ordered the yam fries and there chicken burger and it was delicious and tasted almost real,Loving Hut Express
Suman L.,2017-03-13,4,I tried the gluten free spicy burger and it was fabulous The bun tastes great and the service was pleasant Its so nice to have more gluten free options esp via food trucks I will definitely be back,Loving Hut Express
Lindsey D.,2021-10-24,5,I like vegetables This restaurant makes you love vegetables Ive visited 6 times in 3 weeks Ive even made trips to eat by myself to try the rest of the menu It is a complete meal that energises you Post meal One is full but has energy Its amazing Some of my favourites are Monkey Mushroom and Pea Tips the sauce and execution is divine Jai 6 different types of wheat gluten in different dressings Beancurd Skin Roll in Black Bean Sauce texture seasoning amazing Sweet and Sour Pineapple Delight Spicy Green Beans Veggie Pork Slices  when in doubt Monday-Thursday post 5pm Dinner Combos Staff are super nice and speak English Cantonese and Mandarin Street Parking can be tough,Sun Bo Kong Vegetarian Restaurant
Jia N.,2021-05-24,5,This is my absolutely favourite vegetarian restaurant It has such a great variety of vegetarian food and the quality and portion of the food is just amazing and so worth it The service is really friendly Takeout is 10% off and they also accommodate takeout in reusable containers bonus for my wallet and the earth Even when I order take-out in person they prepare the take-out so quickly Mine and my familys favourite dish is the Monkey Head Mushroom and Oyster Mushroom on Pea Tips So Good My brother says it reminds him of abalone and always asks for this dish whenever we order takeout from Sun Bo Kong Other dishes we have tried are Beancurd Skin Roll with Black Bean Sauce Sweet and Sour Pineapple Delight and Deep-Fried Emoji Mushroom on Soft Tofu with Broccoli All of which were really good Super happy that such a vegetarian restaurant exists here Definitely my go-to for amazing food,Sun Bo Kong Vegetarian Restaurant
Sofie P.,2021-05-21,5,Another amazing meal I had a small dinner with my bubble and we got Spring Rolls a fave all around Spicy Udon delicious Singapore Noodles a surprise fave of mine Fried Tofu my personal least fave as the tofu was either soft or medium and I was hoping for something firmer but everyone else enjoyed Overall a definite go-to place for great vegan  vegetarian Chinese food,Sun Bo Kong Vegetarian Restaurant
Tracy T.,2021-10-30,4,We normally come for dinner but I just found out they do dim sum too not sure if its just for weekend though Food here has great taste and quality Some of them are really outstanding like gluten combinations my favorite The service is generally good though I was a bit annoyed during my last trip The lady who served our table keep recommending items to my husband when we already ordered a good amount of food My husband was starving and had no self-control so we ended up double ordering and had sooo much left over to go ,Sun Bo Kong Vegetarian Restaurant
Karen S.,2020-09-03,5,Delicious vegetarian food in Vancouver BC Located on Kingsway Huge menu with lots of choices including rice dishes noodle dishes and hot pot Service was spot on Dinner for four adults including dessert was 75 We will definitely be back,Sun Bo Kong Vegetarian Restaurant
Chloe C.,2020-01-26,4,Service wasnt the best but that was to be expected Its very busy and crowded from when we came at 11 to when we left at 1 the place was constantly packed Lots of menu items to choose from but items take a while to arrive There is a tea and water fee of 1.10 per person Spring rolls 4/5 Pretty good but could use more filling and were rather oily The exterior was crispy and flaky which was nice BBQ puff pastry 1/5 We didnt finish this The puff pastry was greasy and the filling tasted weird and way too sweet Skip this for sure Deep fried turnip cake 4.5/5 Easily one of the best dishes that we got My only complaint is that it was too oily as the flavour was good Deep fried chilli tofu 3.5/5 Not too oily but a little lacking in flavour and it wasnt spicy at all The tofu was still nice and soft inside which was good Siu mai 0/5 We all hated this It was slimy and mushy and my grandpa even felt sick from eating it Spicy green beans 4/5 These were pretty decent They were flavourful and not that spicy Pan fried vegetable buns 1.5/5 The bun was okay but there was basically no filling and I find that unacceptable XO radish cake 4.5/5 These were very good but were too oily and the batter that they used to deep fry this was a bit too thick Pan fried veggie dumplings 3/5 Average The skin was way too thick Plain rice rolls 3/5 Also average Tapioca pudding 4.5/5 The crust at the top was so good It was served piping hot and the dish was super flavourful It even had some red bean paste at the bottom Overall there were some hits and some misses I found a lot of their deep fried items too oily and definitely skip all their fake meat items but Im going to give them another shot for dinner,Sun Bo Kong Vegetarian Restaurant
Leena S.,2019-07-10,4,Im a big fan of dim sum and being a vegetarian it cant get any better then this Great options on the menu whole variety of items you can choose from The fake meat actually tastes really good and good flavours,Sun Bo Kong Vegetarian Restaurant
Jess S.,2020-05-18,4,I will definitely order from here again but wiser for the next time I ordered 3 dishes and that came to just over 55 I really enjoyed the food and all the yummy veg options that were available I wish there was more descriptions in the menu but its just my preference I ordered Assorted Vegetables Chili  Pepper Deep Fried Tofu and Pan-Fried Oyster Mushroom on Broccoli The Assorted Vegetables came on a bed of noodles and the noods to veg ratio was perfect The tofu was excellent Not greasy and mild spice I prefer heat  but this is perfect for most spice levels The mushroom dish was my least favorite It was a bit too salty for me The food was good I think its an awesome veg option to order with a big group so you can taste multiple dishes I definitely will try this place again,Sun Bo Kong Vegetarian Restaurant
